[  169382ms] [WARNING] The resource http://127.0.0.1:8199/fonts/Geist-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  169382ms] [WARNING] The resource http://127.0.0.1:8199/fonts/GeistMono-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  173382ms] [WARNING] The resource http://127.0.0.1:8199/fonts/Geist-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  173382ms] [WARNING] The resource http://127.0.0.1:8199/fonts/GeistMono-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  177381ms] [WARNING] The resource http://127.0.0.1:8199/fonts/Geist-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  177381ms] [WARNING] The resource http://127.0.0.1:8199/fonts/GeistMono-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  181381ms] [WARNING] The resource http://127.0.0.1:8199/fonts/Geist-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  181382ms] [WARNING] The resource http://127.0.0.1:8199/fonts/GeistMono-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  185381ms] [WARNING] The resource http://127.0.0.1:8199/fonts/Geist-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  185381ms] [WARNING] The resource http://127.0.0.1:8199/fonts/GeistMono-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  193382ms] [WARNING] The resource http://127.0.0.1:8199/fonts/Geist-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  193382ms] [WARNING] The resource http://127.0.0.1:8199/fonts/GeistMono-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  197382ms] [WARNING] The resource http://127.0.0.1:8199/fonts/Geist-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  197382ms] [WARNING] The resource http://127.0.0.1:8199/fonts/GeistMono-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  201383ms] [WARNING] The resource http://127.0.0.1:8199/fonts/Geist-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
[  201383ms] [WARNING] The resource http://127.0.0.1:8199/fonts/GeistMono-Regular.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://127.0.0.1:8199/session/3d2838bff7aa46ac:0
